id;jahr;vorname;name;partei
1810536;2018;Christian;Schunck;1305
1810537;2018;Thomas;Ranft;1305
1810538;2018;Katharina;Walter;1305
1810539;2018;Klaus;Breil;1305
1810540;2018;Antje;Helmers;1305
1810541;2018;Johannes;Hohenthaner;1305
1810542;2018;Cécile;Prinzbach;1305
1810543;2018;Renate;Will;1305
1810544;2018;Vaclav;Cerveny;1305
1810545;2018;Christian;Tietgen;1305
1810546;2018;Andreas;Teichmann;1305
1810547;2018;Dr. Andreas;Schmohl;1305
1810548;2018;Thomas;Neudert;1305
1810549;2018;Beate;Gladbach;1305
1810550;2018;Dr. Hannes;Hartung;1305
1810551;2018;Felix;Pautzke;1305
1810552;2018;Beate;Weltin;1305
1810553;2018;Oliver;Brockmann;1305
1810554;2018;Josef;Samitz;1305
1810555;2018;Hildebrecht;Braun;1305
1810556;2018;Jörg;Scholler;1305
1810557;2018;Maximilian;Gawlik;1305
1810601;2018;Ates;Gürpinar;1306
1810602;2018;Eva;Bulling-Schröter;1306
1810603;2018;Brigitte;Wolf;1306
1810604;2018;Julia;Killet;1306
1810605;2018;Renate;Cullmann-Reder;1306
1810606;2018;Dr. Guido;Hoyer;1306
1810607;2018;Michael;Reiter;1306
1810608;2018;Tony;Guerra;1306
1810609;2018;Christian;Peiker;1306
1810610;2018;Wolfgang;Seidel;1306
1810611;2018;Dr. Klaus;Weber-Teuber;1306
1810612;2018;Dr. Heinz;Fröhlich;1306
1810613;2018;Martina;Ripke;1306
1810614;2018;Hansjoachim;Sprinz;1306
1810615;2018;Erol;Dogan;1306
1810616;2018;Robert;Hamm;1306
1810617;2018;Bernhard;Baudler;1306
1810618;2018;Michael;Raufer;1306
1810619;2018;Moritz;Lindenthal;1306
1810620;2018;Ernestine;Martin-Köppl;1306
1810621;2018;Rolf-Werner;Podlewski;1306
1810622;2018;Jonathan;Westermeier;1306
1810623;2018;Dominik;Eigner;1306
1810624;2018;Elmar;Gehnen;1306
1810625;2018;Walter;Koppe;1306
1810626;2018;Bernhard;Feilzer;1306
1810627;2018;Patrick;Nitzsche;1306
1810628;2018;Stefanie;Kirchner;1306
1810629;2018;Werner;de la Motte Rouge;1306
1810630;2018;Lisa;Borchert;1306
1810631;2018;Gabriele;Nava;1306
1810632;2018;Jörg;Hager;1306
1810633;2018;Philipp;Hackl;1306
1810634;2018;Maria;Mayr;1306
1810635;2018;Eva;Schreiber;1306
1810636;2018;Monika;Weidner;1306
1810637;2018;Annemarie;Fingert;1306
1810638;2018;Ellen;Enderlein;1306
1810639;2018;Julia;Auchter;1306
1810640;2018;Eva-Maria;Brunnemann;1306
1810641;2018;Uwe;Kroll;1306
1810642;2018;Marina;Mayer;1306
1810643;2018;Herta;Hertel-Stockinger;1306
1810644;2018;Elfi;Padovan;1306
1810645;2018;Jan;Tepperies;1306
1810646;2018;Laura-Christin;Popig;1306
1810647;2018;Erich;Utz;1306
1810648;2018;Manuela;Pertl;1306
1810649;2018;Corinna;Wilde;1306
1810650;2018;Doris;Lazarowicz;1306
1810651;2018;Andrea;El Nour;1306
1810652;2018;Karl;Ischinger;1306
1810653;2018;Rafael;Pietsch;1306
1810654;2018;Karin;Just;1306
1810655;2018;Ellen;Keller;1306
1810656;2018;Franziska;Klotz;1306
1810657;2018;Dr. Clemens;Pingel;1306
1810658;2018;Diana;Fingert;1306
1810659;2018;Jürgen;Lohmüller-Kaupp;1306
1810660;2018;Wolfgang;Schulz;1306
1810701;2018;Florian;Weber;1307
1810702;2018;Markus;Schupfner;1307
1810703;2018;Josef;Lausch;1307
1810704;2018;Eva;Caim;1307
1810705;2018;Helmut;Freund;1307
1810706;2018;Regina;Schropp;1307
1810707;2018;Konrad;Baueregger;1307
1810708;2018;Andreas;Zimmer;1307
1810709;2018;Wolfgang;Distler;1307
1810710;2018;Michael;Hofmann;1307
1810711;2018;Richard;Progl;1307
1810712;2018;Robert;Böhnlein;1307
1810713;2018;Thomas;Drechsler;1307
1810714;2018;Johann;Altmann;1307
1810715;2018;Herbert;Sachs;1307
1810716;2018;Rupert;Pfänder;1307
1810717;2018;Christian;Ferstl;1307
1810718;2018;Josef;Paintner;1307
1810719;2018;Hubert;Dorn;1307
1810720;2018;Sebastian;Kellerer;1307
1810721;2018;Dr. Franz;Furche;1307
1810722;2018;Loris-Marco;Gelesch;1307
1810723;2018;Dr. Albert;Geiger;1307
1810724;2018;Mario;Schmidbauer;1307
1810725;2018;Simon;Stitzl;1307
1810726;2018;Michael;Barthelmes;1307
1810727;2018;Robert;Prado Diaz;1307
1810728;2018;Norbert;Seidl;1307
1810729;2018;Stephan;Mannseicher;1307
1810730;2018;Alexander;Müller;1307
1810731;2018;Andreas;Stoib;1307
1810732;2018;Hans;Hort;1307
1810733;2018;Andreas;Heindl;1307
1810734;2018;Anton;Schnitzer;1307
1810735;2018;Alfons;Baumgartner;1307
1810736;2018;Robert;Zehetmaier;1307
1810737;2018;Georg;Wegele;1307
1810738;2018;Christian;Fahrenschon;1307
1810739;2018;Hans Georg;Niedermeier;1307
1810740;2018;Angela;Settele;1307
1810741;2018;Tanja;Kerer;1307
1810742;2018;Marinus;Thurnhuber;1307
1810743;2018;Michael;Graf;1307
1810744;2018;Anton;Weigl;1307
1810745;2018;Sebastian;Fottner;1307
1810746;2018;Christian;Eckert;1307
1810747;2018;Dennis;Ponert;1307
1810748;2018;Annelies;Stefanutti-Bscheidl;1307
1810749;2018;Joachim;Stadlbauer;1307
1810750;2018;Robert;Mayr;1307
1810751;2018;Hans;Triebel;1307
1810752;2018;Johann;Gattinger;1307
1810753;2018;Matthias;Neugschwender;1307
1810754;2018;Dominik;Steinlehner;1307
1810755;2018;Heinz;Thannheiser;1307
1810756;2018;Georg;Weiß;1307
1810757;2018;Ulrich;Sibbers;1307
1810758;2018;Dieter;Steininger;1307
1810759;2018;Tobias;Schwaiger;1307
1810760;2018;Benno;Steiner;1307
1810761;2018;Horst;Münzinger;1307
1810801;2018;Thomas;Prudlo;1308
1810802;2018;Sonja;Haider;1308
1810803;2018;Dr. Maiken;Winter;1308
1810804;2018;Agnes;Edenhofer;1308
1810805;2018;Stephan;Treffler;1308
1810806;2018;Hans;Huber;1308
1810807;2018;Dr. Gwendolyn;Böhm;1308
1810808;2018;Ludwig;Maier;1308
1810809;2018;Robert;Sedlmayr;1308
1810810;2018;Dr. Andreas;Meißner;1308
1810811;2018;Anastasia;Kühn;1308
1810812;2018;Rosi;Reindl;1308
1810813;2018;Veronika;Kahl;1308
1810814;2018;Josef;Fortner;1308
1810815;2018;Michael;Schabl;1308
1810816;2018;Maria;Lechner;1308
1810817;2018;Reinhard;Retzer;1308
1810818;2018;Markus;Gampl;1308
1810819;2018;Christopher;Hinz;1308
1810820;2018;Felix;Bergauer;1308
1810821;2018;Siegfried;Ebner;1308
1810822;2018;Barbara;Paiva;1308
1810823;2018;Benjamin;Zilker;1308
1810824;2018;Christian;Holdt;1308
1810825;2018;Peter;Limmer;1308
1810826;2018;Emilia;Kirner;1308
1810827;2018;Klaus;Birgelen von;1308
1810828;2018;Wilhelm;Streit;1308
1810829;2018;Franz;Hofmaier;1308
1810830;2018;Hans Leo;Bader;1308
1810831;2018;Raimund;Köstler;1308
1810832;2018;Hanno;Sombach;1308
1810833;2018;Sven;Kriesche;1308
1810834;2018;Dr. Klaus;Buchner;1308
1810835;2018;Tobias;Ruff;1308
1810836;2018;Wolfgang;Reiter;1308
1810837;2018;Willi;Reinbold;1308
1810838;2018;Richard;Fischer;1308
1810839;2018;Franziska;Spannagl;1308
1810840;2018;Maria;Dirnaichner;1308
1810841;2018;Caroline;Lettenmayer;1308
1810842;2018;Wolfgang;Buttner;1308
1810843;2018;Fritz;Lietsch;1308
1810844;2018;Adrian;Heim;1308
1810845;2018;Stephan;Koch;1308
1810846;2018;Georg;Schmid;1308
1810847;2018;Michael;Stichlmair;1308
1810848;2018;Karin;Kuret;1308
1810849;2018;Stephan;Giglberger;1308
1810850;2018;Hermann;Dietzinger;1308
1810851;2018;Dieter;Kreis;1308
1810852;2018;Maria;Ecke-Bünger;1308
1810853;2018;Wolfgang;Meyer;1308
1810854;2018;Sonja;Sachsinger;1308
1810855;2018;Brigitte;Knatz;1308
1810856;2018;Dr. Regine;Siebert;1308
1810857;2018;Thomas;Wiedemann;1308
1810858;2018;Eduard;Böser;1308
1810859;2018;Stefan;Meiser;1308
1810860;2018;Nicolas;Deskau;1308
1810861;2018;Martin;Potschka;1308
1810901;2018;Arnold;Schiller;1309
1810902;2018;Jonathan;Babelotzky;1309
1810903;2018;Dr. Hartmut;Ernst;1309
1810904;2018;Thomas;Mayer;1309
1810905;2018;Christopher;Morgenstern;1309
1810906;2018;Dr. Olaf Konstantin;Krueger;1309
1810907;2018;Myriam;Kalipke;1309
1810908;2018;Christian;Doppler;1309
1810909;2018;Dr. Oliver;Welter;1309
1810910;2018;Roger;Rösch;1309
1810911;2018;Manuel;Belas;1309
1810912;2018;Nils;Puskeppelies;1309
1810913;2018;Reinhold;Deuter;1309
1810914;2018;Günther;Meyer;1309
1810915;2018;Thomas;Knoblich;1309
1810916;2018;Florian;Prauß;1309
1810917;2018;Stefan;Hiesinger;1309
1810918;2018;Dorothea;Beinlich;1309
1810919;2018;Stefan;Lorenz;1309
1810920;2018;Alexander;Kohler;1309
1810921;2018;Carsten;Pfuhl;1309
1810922;2018;Daniel;Seuffert;1309
1810923;2018;Patrick;Emer;1309
1810924;2018;Michael;Purkart;1309
1810925;2018;Thomas;Beinlich;1309
1811101;2018;Franz;Bergmüller;1311
1811102;2018;Uli;Henkel;1311
1811103;2018;Markus;Plenk;1311
1811104;2018;Dr. Ingo;Hahn;1311
1811105;2018;Andreas;Winhart;1311
1811106;2018;Dr. Anne;Cyron;1311
1811107;2018;Oskar;Lipp;1311
1811108;2018;Markus;Walbrunn;1311
1811109;2018;Martin;Huber;1311
1811110;2018;Rüdiger;Imgart;1311
1811111;2018;Oliver;Multusch;1311
1811112;2018;Johannes;Kraus;1311
1811113;2018;Rainer;Groß;1311
1811114;2018;Edeltraud;Schwarz;1311
1811115;2018;Christina;Wilhelm;1311
1811116;2018;Bernhard;Kranich;1311
1811117;2018;Christoph;Steier;1311
1811118;2018;Hilmar;Sturm;1311
1811119;2018;Tobias;Teich;1311
1811120;2018;Thomas;Schwembauer;1311
1811121;2018;Iris;Wassill;1311
1811122;2018;Michael;Groß;1311
1811123;2018;Jens;Schosnowski;1311
1811124;2018;Misha;Bößenecker;1311
1811125;2018;Thomas;Hastreiter;1311
1811126;2018;Ulrich;Riediger;1311
1811127;2018;Klaus;Radtke;1311
1811128;2018;Rainer;Bolle;1311
1811129;2018;Wilfried;Biedermann;1311
1811130;2018;Matthias;Helmer;1311
1811131;2018;Bruno;Fuchert;1311
1811201;2018;Ulrike;Schütt;1312
1811202;2018;Dr. Peter;Reich;1312
1811203;2018;Andre;Wächter;1312
1811204;2018;Silvia;Schalamow;1312
1811205;2018;Dr. Klaus-Jürgen;Werner;1312
1811206;2018;Dr. Wolfgang;Decker;1312
1811207;2018;Henning;Müllerke;1312
1811208;2018;Stefan;Lochmiller;1312
1811209;2018;Heike;Grevé;1312
1811210;2018;Wolfgang;Ritz;1312
1811211;2018;Steffen;Bieler;1312
1811212;2018;Dr. Karl-Ludwig;Kuss;1312
1811213;2018;Anton;Seer;1312
1811214;2018;Dr. Klemens;Zygan;1312
1811215;2018;Eva-Marie;Neufahrt;1312
1811216;2018;Carsten;Ax;1312
1811217;2018;Markus;Gehrig;1312
1811218;2018;Julius;Grevé;1312
1811301;2018;Claudia;Stamm;1313
1811302;2018;Dr. Stephan;Lessenich;1313
1811303;2018;Jens;Erdmann;1313
1811304;2018;Marie-Luise;Kunst;1313
1811305;2018;Mirella;Heidegger;1313
1811306;2018;Hans;Glück;1313
1811307;2018;Harald;Faust;1313
1811308;2018;Sabrina;Teifel;1313
1811309;2018;Dr. Stephan;Pflaum;1313
1811310;2018;Heiner;Putzier;1313
1811311;2018;Joseph;Altenburger;1313
1811312;2018;Afra;Held;1313
1811313;2018;Katharina;Capric;1313
1811314;2018;Jörg;Linke;1313
1811315;2018;Maria;Mayr;1313
1811316;2018;Tim;King;1313
1811317;2018;Marion;Ellen;1313
1811318;2018;Manfred;Maier;1313
1811319;2018;Sabine;Ziegler;1313
1811320;2018;Manuel;Kralik;1313
1811321;2018;Thomas;Maier;1313
1811322;2018;Axel;Schweiger;1313
1811323;2018;Hans-Joachim;Krüger;1313
1811324;2018;Khando;Ronge;1313
1811325;2018;Dietmar;Hölscher;1313
1811326;2018;Marc;Ortmann;1313
1811327;2018;Sebastian;Felsner;1313
1811328;2018;Corinna;Untergruber;1313
1811329;2018;Angela;Schönweitz;1313
1811330;2018;Michaela;Dietrich;1313
1811331;2018;Julia;Rothbauer;1313
1811332;2018;Martin;Heidegger;1313
1811333;2018;Stefan;Hudler;1313
1811334;2018;Dr. Gabriele;Philippczik;1313
1811335;2018;Dr. Julia;Schreiner;1313
1811336;2018;Berthold;Geiger;1313
1811337;2018;Sebastian;Epp;1313
1811338;2018;Christiane;Schulz;1313
1811339;2018;Anna;Schweda-Möller;1313
1811340;2018;Andrea;Pancur;1313
1811341;2018;Karin;Estner;1313
1811342;2018;Franziska;Eslami;1313
1811343;2018;Dr. Jana;Heinz;1313
1811344;2018;Anne;Wild;1313
1811345;2018;Sebastian;Schnitzenbaumer;1313
1811346;2018;Irmgard;Balser;1313
1811347;2018;Stefanie;Eilers;1313
1811348;2018;Stefan;Wiesinger;1313
1811349;2018;Dr. Dieter;Ullrich;1313
1811350;2018;Werner;Gaßner;1313
1811351;2018;Andrea;Martschink;1313
1811352;2018;Massimo;Ferraro;1313
1811353;2018;Daniela;Voß;1313
1811354;2018;Torsten;Meineke;1313
1811355;2018;Nicole;Britz;1313
1811356;2018;Janna;Natrath-Bronner;1313
1811357;2018;Wilhelm;Warning;1313
1811358;2018;Thorsten;Geerken;1313
1811359;2018;Wolfgang;Miller;1313
1811360;2018;Klaus;Aschauer;1313
1811401;2018;Matthias;Knöferl;1314
1811402;2018;Isabella;Höckmeier;1314
1811403;2018;Caroline;Giebelen;1314
1811404;2018;Daniel;Giesemann;1314
1811405;2018;Michael;Eckert;1314
1811406;2018;Manuel;Schulz;1314
1811407;2018;Markus;Wierer;1314
1811408;2018;Christian;Horn;1314
1811409;2018;Wolfgang;Wachter;1314
1811410;2018;Sascha;Larch;1314
1811411;2018;Martin;Ratzmann;1314
1811501;2018;Christian;Lutz;1315
1811502;2018;Gerd;Bruckner;1315
1811503;2018;Ricarda;Krüger;1315
1811504;2018;Kevin;Neuwirth;1315
1811505;2018;Peter;Schwab;1315
1811506;2018;Marie;Burneleit;1315
1811507;2018;Simon;Brunner;1315
1811508;2018;Josef;Waritschlager;1315
1811509;2018;Felix;Tischer;1315
1811510;2018;Lukas;Reindl;1315
1811511;2018;Thomas;Gutbrod;1315
1811512;2018;Maxi-Paula;Schwarzbauer;1315
1811513;2018;Rüdiger;Tresselt;1315
1811514;2018;Bernd;Sandner;1315
1811515;2018;Christian;Blei;1315
1811516;2018;Markus;Kuliberda;1315
1811517;2018;Max;Wallner;1315
1811518;2018;Samuel;Trapp;1315
1811519;2018;Andreas;Fießler;1315
1811520;2018;Alexander;Pschigoda;1315
1811521;2018;Jan;Meyer;1315
1811522;2018;Morris;Zalesjak;1315
1811523;2018;Oliver;Pyttlik;1315
1811524;2018;Markus;Wieland;1315
1811525;2018;Andreas;Decker;1315
1811601;2018;Dr. Kemal;Akman;1316
1811602;2018;Stefan;Szalay;1316
1811603;2018;Peter;Schippl;1316
1811604;2018;Alexander;Putze;1316
1811605;2018;Barbara;Heubusch;1316
1811701;2018;Thomas;Frank;1317
1811702;2018;Dr. Susanne;Wittmann;1317
1811703;2018;Elisabeth;Reithmayer;1317
1811704;2018;Alexander;Wied;1317
1811705;2018;Marie Ann;Lasan;1317
1811706;2018;Meike;Jannicke;1317
1811707;2018;Manfred;Reithmayer;1317
1811708;2018;Michael;Krämer;1317
1811709;2018;Stephanie;Weiser;1317
1811710;2018;Bernhard;Schwarz;1317
1811711;2018;Elisabeth;Mindt;1317
1811712;2018;Kim;Stoyhe;1317
1811801;2018;Christine;Rustler;1318
1811802;2018;Maike;Seewald;1318
1811803;2018;Magdalena;Lippa;1318
1811804;2018;Jürgen;Preisinger;1318
1811805;2018;Dr. Till;Arnold;1318
1811806;2018;Antje;Meinen;1318
1811807;2018;Gregor;Lange;1318
1811808;2018;Jürgen;Hackbarth;1318
1811809;2018;Marianne;Mittelmaier;1318
1811810;2018;Christine;Berchtold-Benchieb;1318
1811811;2018;Henrik;Lange;1318
1811812;2018;Markus;Krätschmer;1318
1811813;2018;Yasemin;Capan;1318
1811814;2018;Maximilian;Preisinger;1318
1811815;2018;Sebastian;Steinacher;1318
1811816;2018;Roland;Mittelmaier;1318
1811817;2018;Susanne;Preisinger;1318
1811818;2018;Henrietta;Lorko;1318
1811819;2018;Marcel;Tönsmann;1318
1811820;2018;Aneta;Roger;1318
1811821;2018;Sophia;Lindlbauer;1318
1811822;2018;Krenar;Arifi;1318
1811823;2018;Kathrin;Schmid;1318
1811824;2018;Josephine;Uphues;1318
1811825;2018;Manfred;Kellberger;1318
1811826;2018;Jakob;Schuppe;1318
1811827;2018;Andreas;Naumann;1318
1811828;2018;Kerstin;Hell;1318
1811829;2018;Ferdinand;Kaiser;1318
1811830;2018;Angelika;Selbmann;1318
1840101;2018;Melanie;Huml;1301
1840102;2018;Gudrun;Brendel-Fischer;1301
1840103;2018;Martin;Schöffel;1301
1840104;2018;Holger;Dremel;1301
1840105;2018;Jürgen;Baumgärtner;1301
1840106;2018;Alexander;König;1301
1840107;2018;Martin;Mittag;1301
1840108;2018;Michael;Hofmann;1301
1840109;2018;Dr. Michael;Hohl;1301
1840110;2018;Ludwig;Lerchenfeld Freiherr;1301
1840111;2018;Rosa;Kraus;1301
1840112;2018;Michael;Schulz;1301
1840113;2018;Stefan;Kuhn;1301
1840114;2018;Paul-Bernhard;Wagner;1301
1840115;2018;Christian;Zorn;1301
1840116;2018;Alexander;Hummel;1301
1840201;2018;Inge;Aures;1302
1840202;2018;Klaus;Adelt;1302
1840203;2018;Michael;Busch;1302
1840204;2018;Halil;Tasdelen;1302
1840205;2018;Dr. Ralf;Pohl;1302
1840206;2018;Heinz;Kuntke;1302
1840207;2018;Franziska;Bartl;1302
1840208;2018;Uwe;Metzner;1302
1840209;2018;Dr. Atila;Karabag;1302
1840210;2018;Christina;Flauder;1302
1840211;2018;Jörg;Mielentz;1302
1840212;2018;Sebastian;Müller;1302
1840213;2018;Miriam;Müller;1302
1840214;2018;Oliver;Winkelmaier;1302
1840215;2018;Richard;Schmidt;1302
1840216;2018;Joscha;Berger;1302
1840301;2018;Thorsten;Glauber;1303
1840302;2018;Rainer;Ludwig;1303
1840303;2018;Florian;Wiedemann;1303
1840304;2018;Michael;Zwingmann;1303
1840305;2018;Verena;Scheer;1303
1840306;2018;Elisabeth;Simmerlein;1303
1840307;2018;Maria;Preißler;1303
1840308;2018;Dr. Klaus;Stetten von;1303
1840309;2018;Hans Martin;Grötsch;1303
1840310;2018;Maria;Lampl;1303
1840311;2018;Dietmar;Schutty;1303
1840312;2018;Peter;Rödel;1303
1840313;2018;Georg;Deuerling;1303
1840314;2018;Claudia;John;1303
1840315;2018;Max;Kräußlich;1303
1840316;2018;Viktor;Weber;1303
1840401;2018;Ursula;Sowa;1304
1840402;2018;Tim;Pargent;1304
1840403;2018;Emmerich;Huber;1304
1840404;2018;Edith;Memmel;1304
1840405;2018;Georg;Lunz;1304
1840406;2018;Dr. Annette;Prechtel;1304
1840407;2018;Ina;Sinterhauf;1304
1840408;2018;Ulrike;Gote;1304
1840409;2018;Wilfried;Kukla;1304
1840410;2018;Philipp;Brammer;1304
1840411;2018;Martina;Benzel-Weyh;1304
1840412;2018;Jonas;Glüsenkamp;1304
1840413;2018;Brigitte;Artmann;1304
1840414;2018;Valentin;Motschmann;1304
1840415;2018;Elisabeth;Wandel;1304
1840416;2018;Ralph;Behr;1304
1840501;2018;Sebastian;Körber;1305
1840502;2018;Martin;Pöhner;1305
1840503;2018;Luisa;Funke-Barjak;1305
1840504;2018;Michael;Otte;1305
1840505;2018;Dr. Ulrich;Herbert;1305
1840506;2018;Dr. Stephan;Huttner;1305
1840507;2018;Harald;Bischoff;1305
1840508;2018;Martin;Wünsche;1305
1840509;2018;Peter;Senf;1305
1840510;2018;Steffen;Wernsdörfer;1305
1840511;2018;Stefan;Schick;1305
1840512;2018;Gerold;Gebhard;1305
1840513;2018;Peter;Froeschmann;1305
1840514;2018;Margit;Drechsler;1305
1840515;2018;Sebastian;Pflaum;1305
1840516;2018;Irmgard;Nehmzow;1305
1840601;2018;Paul;Lehmann;1306
1840602;2018;Andreas;Tränkenschuh;1306
1840603;2018;Sebastian;Sommerer;1306
1840604;2018;Florian;Bätz;1306
1840605;2018;Manuel;Frisch;1306
1840606;2018;Oswald;Greim;1306
1840607;2018;Detlef;Knoblach;1306
1840608;2018;Babette;Saeidi;1306
1840609;2018;Wilfried;Pätzke;1306
1840610;2018;Ludwig;Baumgartner;1306
1840611;2018;René;Hähnlein;1306
1840612;2018;Gabriele;Schmittnägel;1306
1840613;2018;Stefan;Warstat;1306
1840614;2018;Gerhard;Zimmermann;1306
1840615;2018;Linus;Hluchy;1306
1840616;2018;Tobias;Gellenthien;1306
1840701;2018;Jürgen;Wagner;1307
1840702;2018;Christiane;Zeigler;1307
1840703;2018;Gunther;Sedlmeyer;1307
1840704;2018;Matthias;Gerbig;1307
1840705;2018;Alfred;Ehret;1307
1840706;2018;Torsten;Voß;1307
1840707;2018;Thomas;Dotzler;1307
1840708;2018;Frank;Suck;1307
1840801;2018;Thomas;Müller;1308
1840802;2018;Lucas;Büchner;1308
1840803;2018;Thomas;Büchner;1308
1840804;2018;Tobias;Sieling;1308
1840805;2018;Manuela;Forster;1308
1840806;2018;Reinhard;Englert;1308
1840807;2018;Bernd;Koppe;1308
1840808;2018;Stephan;Schmidt;1308
1840809;2018;Christoph;Raabs;1308
1840810;2018;Raphael;Grimm;1308
1840811;2018;Markus;Lenk;1308
1840812;2018;Ralf;Duppel;1308
1840813;2018;Simon;Wilhelm;1308
1840814;2018;Michael;Pülz;1308
1840815;2018;Konrad;Bachmeyer;1308
1840816;2018;Dietmar;Dworazik;1308
1840901;2018;Michael;Rödel;1309
1840902;2018;Peter;Goßrau;1309
1840903;2018;Karl;Wagner;1309
1840904;2018;Stephan;Korb;1309
1840905;2018;Anita;Berek;1309
1840906;2018;Richard;Leopold;1309
1840907;2018;Nico;Steffen;1309
1840908;2018;Daniel;Rauh;1309
1840909;2018;Holger;Sturm;1309
1841101;2018;Martin;Böhm;1311
1841102;2018;Jan;Schiffers;1311
1841103;2018;Florian;Köhler;1311
1841104;2018;Prof.Dr. Michael;Wüst;1311
1841105;2018;Gerd;Kögler;1311
1841106;2018;Detlef;Rauh;1311
1841107;2018;Thomas;Rausch;1311
1841108;2018;Dominik;Pflaum;1311
1841301;2018;Michaela;Hüttner;1313
1841302;2018;Christine;Raithel;1313
1841303;2018;Iris;Fischer;1313
1841304;2018;Anne;Gerdom;1313
1841305;2018;Simone;Göcking;1313
1841306;2018;Ursula;Grüner;1313
1841307;2018;Cornelia;Hersch;1313
1841308;2018;Claudia;Zeus;1313
1841309;2018;Dietmar;Bauer;1313
1841310;2018;Arno;Pfaffenberger;1313
1841311;2018;Werner;Kampe;1313
1841312;2018;Ramona;Prodöhl;1313
1841313;2018;Jürgen;Hoffmann;1313
1841314;2018;Martina;Kraus;1313
1841315;2018;Reinhard;Hüttner;1313
1841316;2018;Lutz-Benno;Kracke;1313
1841501;2018;Julian;Krumm;1315
1841502;2018;Julian;Kreten;1315
1841503;2018;Andreas;Roensch;1315
1841504;2018;Andreas;Hartmann;1315
1841505;2018;Thilo;Walter;1315
1841506;2018;Cornelia;Thielmann;1315
1841507;2018;Michael;Beck;1315
1841508;2018;Julian;Zippel;1315
1841509;2018;Silas Rouven;Frerking;1315
1841510;2018;Markus;Hautsch;1315
1841511;2018;Frank;Schern;1315
1841601;2018;Werner;Köhler;1316
1841602;2018;Boris;Schmalz;1316
1841603;2018;Britta;Jäckel;1316
1841801;2018;Reinhard;Frederking;1318
1841802;2018;Christian;Billner;1318
1841803;2018;Christian;Pförtsch;1318
1841804;2018;Felix;Schindelmann;1318
1841805;2018;Shelby;O'Toole;1318
1841806;2018;Regina;Frederking;1318
1841807;2018;Bettina;Granegger;1318
1830101;2018;Albert;Füracker;1301
1830102;2018;Sylvia;Stierstorfer;1301
1830103;2018;Dr. Franz;Rieger;1301
1830104;2018;Alexander;Flierl;1301
1830105;2018;Dr. Harald;Schwartz;1301
1830106;2018;Dr. Gerhard;Hopp;1301
1830107;2018;Tobias;Reiß;1301
1830108;2018;Dr. Stephan;Oetzinger;1301
1830109;2018;Rita;Blümel;1301
1830110;2018;Thomas;Bärthlein;1301
1830111;2018;Helga;Huber;1301
1830112;2018;Barbara;Haimerl;1301
1830113;2018;Michael;Lehner;1301
1830114;2018;Manfred;Wendl;1301
1830115;2018;Dagmar;Nachtigall;1301
1830116;2018;Tanja;Renner;1301
1830201;2018;Annette;Karl;1302
1830202;2018;Margit;Wild;1302
1830203;2018;Uwe;Bergmann;1302
1830204;2018;Peter;Wein;1302
1830205;2018;Jutta;Deiml;1302
1830206;2018;Matthias;Jobst;1302
1830207;2018;Dr. Armin;Rüger;1302
1830208;2018;Andre;Madeisky;1302
1830209;2018;Franz;Kopp;1302
1830210;2018;Dr. Sema;Tasali-Stoll;1302
1830211;2018;Evi;Thanheiser;1302
1830212;2018;Dr. Carolin;Wagner;1302
1830213;2018;Sebastian;Meier;1302
1830214;2018;Petra;Lutz;1302
1830215;2018;Philipp;Eisinger;1302
1830216;2018;Raphael;Bittner;1302
1830301;2018;Joachim;Hanisch;1303
1830302;2018;Tobias;Gotthardt;1303
1830303;2018;Kerstin;Radler;1303
1830304;2018;Robert;Riedl;1303
1830305;2018;Alexandra;Sitter;1303
1830306;2018;Dr. (Univ. Florenz) ;Weidacher;1303
1830307;2018;Matthias;Penkala;1303
1830308;2018;Bernhard;Schmidt;1303
1830309;2018;Karl;Meier;1303
1830310;2018;Julia;Strobl;1303
1830311;2018;Alfred;Jäger;1303
1830312;2018;Manfred;Hetznegger;1303
1830313;2018;Hans-Peter;Landsmann;1303
1830314;2018;Tobias;Groß;1303
1830315;2018;Thomas;Riedl;1303
1830316;2018;Doris;Lehnerer;1303
1830401;2018;Jürgen;Mistol;1304
1830402;2018;Anna;Toman;1304
1830403;2018;Josef;Stadler;1304
1830404;2018;Dr. Klaus;Ebenburger;1304
1830405;2018;Klaus;Bergmann;1304
1830406;2018;Siegfried;Hauff;1304
1830407;2018;Michael;Doblinger;1304
1830408;2018;Benjamin;Quaas;1304
1830409;2018;Tina;Winklmann;1304
1830410;2018;Veronika;Zeichinger;1304
1830411;2018;Yvonne;Rösel;1304
1830412;2018;Petra;Mölders;1304
1830413;2018;Eva;Borke-Thoma;1304
1830414;2018;Sonja;Schuhmacher;1304
1830415;2018;Marie;Wein;1304
1830416;2018;Mathias;Schüßler;1304
1830501;2018;Christoph;Skutella;1305
1830502;2018;Huu Loi;Vo;1305
1830503;2018;Ingo;Lederer;1305
1830504;2018;Dr. Ilka;Enger;1305
1830505;2018;Alfred;Stuiber;1305
1830506;2018;Nils;Gründer;1305
1830507;2018;Markus;Hochholdinger;1305
1830508;2018;Wolf-Dieter;Grahn;1305
1830509;2018;Reinhard;Heinrich;1305
1830510;2018;Ulrich;Kraus;1305
1830511;2018;Silvia;Burger-Sippl;1305
1830512;2018;Kilian;Taubmann;1305
1830513;2018;Joachim;Behrendt;1305
